"AFFILIATED_ID","Author_ID","Company_ID"
"560524","25023","3"
"560148","24647","3"
"560122","24621","3"
"559968","24467","3"
"559676","24175","3"
"559355","23854","3"
"559319","23818","3"
"559236","23735","3"
"559167","23666","3"
"559133","23632","3"
"559024","23523","3"
"558862","23361","3"
"558540","23039","3"
"558392","22891","3"
"558302","22801","3"
"558040","22539","3"
"557985","22484","3"
"557964","22463","3"
"557961","22460","3"
"557907","22406","3"
"527818","22317","3"
"527795","22294","3"
"527747","22246","3"
"527680","22179","3"
"527678","22177","3"
"522092","16591","3"
"522168","16667","3"
"522196","16695","3"
"522200","16699","3"
"522219","16718","3"
"522482","16981","3"
"522542","17041","3"
"522660","17159","3"
"522802","17301","3"
"522971","17470","3"
"523278","17777","3"
"523283","17782","3"
"523342","17841","3"
"523438","17937","3"
"523456","17955","3"
"523480","17979","3"
"523611","18110","3"
"523753","18252","3"
"523871","18370","3"
"523887","18386","3"
"523948","18447","3"
"524068","18567","3"
"524088","18587","3"
"524381","18880","3"
"524483","18982","3"
"524529","19028","3"
"524530","19029","3"
"524538","19037","3"
"524612","19111","3"
"524971","19470","3"
"525351","19850","3"
"525441","19940","3"
"525447","19946","3"
"525467","19966","3"
"525588","20087","3"
"525842","20341","3"
"526213","20712","3"
"526271","20770","3"
"526312","20811","3"
"526380","20879","3"
"526419","20918","3"
"526896","21395","3"
"526975","21474","3"
"527012","21511","3"
"527043","21542","3"
"527074","21573","3"
"527230","21729","3"
"527242","21741","3"
"527345","21844","3"
"527363","21862","3"
"558167","22666","4"
"571739","36238","4"
"571672","36171","4"
"571530","36029","4"
"571386","35885","4"
"571377","35876","4"
"571323","35822","4"
"571292","35791","4"
"571150","35649","4"
"571057","35556","4"
"570914","35413","4"
"570806","35305","4"
"570763","35262","4"
"570570","35069","4"
"570221","34720","4"
"570151","34650","4"
"570136","34635","4"
"569940","34439","4"
"569907","34406","4"
"569673","34172","4"
"569586","34085","4"
"569535","34034","4"
"569520","34019","4"
"569361","33860","4"
"569272","33771","4"
"569008","33507","4"
"568990","33489","4"
"568932","33431","4"
"568892","33391","4"
"568702","33201","4"
"568682","33181","4"
"568680","33179","4"
"568645","33144","4"
"568624","33123","4"
"568558","33057","4"
"568528","33027","4"
"568501","33000","4"
"568269","32768","4"
"568190","32689","4"
"568118","32617","4"
"568095","32594","4"
"567996","32495","4"
"567939","32438","4"
"567714","32213","4"
"567667","32166","4"
"567616","32115","4"
"567567","32066","4"
"567552","32051","4"
"567522","32021","4"
"567424","31923","4"
"567406","31905","4"
"567336","31835","4"
"567272","31771","4"
"566911","31410","4"
"566879","31378","4"
"566526","31025","4"
"566492","30991","4"
"566449","30948","4"
"566412","30911","4"
"566310","30809","4"
"566277","30776","4"
"566129","30628","4"
"566098","30597","4"
"566010","30509","4"
"565987","30486","4"
"565915","30414","4"
"565824","30323","4"
"565823","30322","4"
"565670","30169","4"
"565544","30043","4"
"565491","29990","4"
"565485","29984","4"
"565200","29699","4"
"564891","29390","4"
"564170","28669","4"
"564070","28569","4"
"563929","28428","4"
"563662","28161","4"
"563588","28087","4"
"563581","28080","4"
"563495","27994","4"
"563437","27936","4"
"563289","27788","4"
"563248","27747","4"
"563235","27734","4"
"563124","27623","4"
"563066","27565","4"
"563061","27560","4"
"563002","27501","4"
"562781","27280","4"
"562653","27152","4"
"562607","27106","4"
"562570","27069","4"
"562510","27009","4"
"562482","26981","4"
"562363","26862","4"
"562260","26759","4"
"562010","26509","4"
"561970","26469","4"
"561967","26466","4"
"561903","26402","4"
"561836","26335","4"
"561784","26283","4"
"561714","26213","4"
"561597","26096","4"
"561390","25889","4"
"561303","25802","4"
"561268","25767","4"
"561227","25726","4"
"561193","25692","4"
"560856","25355","4"
"560805","25304","4"
"560758","25257","4"
"560549","25048","4"
"560472","24971","4"
"560468","24967","4"
"560413","24912","4"
"560371","24870","4"
"560335","24834","4"
"560240","24739","4"
"560113","24612","4"
"560013","24512","4"
"560001","24500","4"
"559954","24453","4"
"559892","24391","4"
"559880","24379","4"
"559694","24193","4"
"559651","24150","4"
"559518","24017","4"
"559464","23963","4"
"559454","23953","4"
"559356","23855","4"
"559256","23755","4"
"559238","23737","4"
"559069","23568","4"
"559008","23507","4"
"558938","23437","4"
"558925","23424","4"
"558849","23348","4"
"558827","23326","4"
"558754","23253","4"
"558578","23077","4"
"558538","23037","4"
"558432","22931","4"
"558343","22842","4"
"558285","22784","4"
"558258","22757","4"
"522093","16592","4"
"522096","16595","4"
"522284","16783","4"
"522335","16834","4"
"522539","17038","4"
"522667","17166","4"
"522776","17275","4"
"522790","17289","4"
"522975","17474","4"
"523026","17525","4"
"523338","17837","4"
"523366","17865","4"
"523392","17891","4"
"524249","18748","4"
"524347","18846","4"
"524350","18849","4"
"524408","18907","4"
"524487","18986","4"
"524710","19209","4"
"524797","19296","4"
"524877","19376","4"
"524940","19439","4"
"524966","19465","4"
"525344","19843","4"
"525664","20163","4"
"525875","20374","4"
"525924","20423","4"
"525931","20430","4"
"525982","20481","4"
"525983","20482","4"
"526258","20757","4"
"526324","20823","4"
"526366","20865","4"
"526485","20984","4"
"526500","20999","4"
"526545","21044","4"
"526600","21099","4"
"526615","21114","4"
"526721","21220","4"
"526802","21301","4"
"526891","21390","4"
"527112","21611","4"
"527181","21680","4"
"527355","21854","4"
"527506","22005","4"
"527547","22046","4"
"527553","22052","4"
"527623","22122","4"
"527651","22150","4"
"558121","22620","4"
"526244","20743","5"
"571815","36314","5"
"571805","36304","5"
"571757","36256","5"
"571650","36149","5"
"571383","35882","5"
"571359","35858","5"
"571338","35837","5"
"571317","35816","5"
"571261","35760","5"
"571134","35633","5"
"570890","35389","5"
"570822","35321","5"
"570771","35270","5"
"570606","35105","5"
"570592","35091","5"
"570384","34883","5"
"570322","34821","5"
"570309","34808","5"
"570291","34790","5"
"570206","34705","5"
"570152","34651","5"
"570092","34591","5"
"570026","34525","5"
"569944","34443","5"
"569853","34352","5"
"569680","34179","5"
"569601","34100","5"
"569503","34002","5"
"569384","33883","5"
"569363","33862","5"
"569301","33800","5"
"569212","33711","5"
"569056","33555","5"
"569020","33519","5"
"568885","33384","5"
"568747","33246","5"
"568686","33185","5"
"568602","33101","5"
"568550","33049","5"
"568438","32937","5"
"568427","32926","5"
"568387","32886","5"
"568003","32502","5"
"567941","32440","5"
"567901","32400","5"
"567856","32355","5"
"567776","32275","5"
"567671","32170","5"
"567641","32140","5"
"567622","32121","5"
"567542","32041","5"
"567369","31868","5"
"567276","31775","5"
"567107","31606","5"
"567094","31593","5"
"566912","31411","5"
"566900","31399","5"
"566893","31392","5"
"566838","31337","5"
"566548","31047","5"
"566542","31041","5"
"566225","30724","5"
"566109","30608","5"
"565848","30347","5"
"565798","30297","5"
"565785","30284","5"
"565677","30176","5"
"565629","30128","5"
"565596","30095","5"
"565522","30021","5"
"565142","29641","5"
"564971","29470","5"
"564810","29309","5"
"564628","29127","5"
"564540","29039","5"
"564517","29016","5"
"564511","29010","5"
"564501","29000","5"
"564421","28920","5"
"564420","28919","5"
"564364","28863","5"
"564066","28565","5"
"564011","28510","5"
"563932","28431","5"
"563775","28274","5"
"563737","28236","5"
"563455","27954","5"
"563452","27951","5"
"563191","27690","5"
"563151","27650","5"
"563070","27569","5"
"562996","27495","5"
"562951","27450","5"
"562888","27387","5"
"562848","27347","5"
"562531","27030","5"
"562391","26890","5"
"562282","26781","5"
"562264","26763","5"
"562238","26737","5"
"562180","26679","5"
"562177","26676","5"
"562036","26535","5"
"561857","26356","5"
"561737","26236","5"
"561719","26218","5"
"561670","26169","5"
"561659","26158","5"
"561649","26148","5"
"561567","26066","5"
"561444","25943","5"
"561185","25684","5"
"561020","25519","5"
"560973","25472","5"
"560846","25345","5"
"560819","25318","5"
"560795","25294","5"
"560780","25279","5"
"560702","25201","5"
"560681","25180","5"
"560637","25136","5"
"560583","25082","5"
"560485","24984","5"
"560209","24708","5"
"560185","24684","5"
"560149","24648","5"
"560080","24579","5"
"560048","24547","5"
"559974","24473","5"
"559752","24251","5"
"559597","24096","5"
"559468","23967","5"
"559247","23746","5"
"559203","23702","5"
"559051","23550","5"
"559014","23513","5"
"558997","23496","5"
"558852","23351","5"
"558784","23283","5"
"558709","23208","5"
"558677","23176","5"
"558607","23106","5"
"558601","23100","5"
"558547","23046","5"
"558523","23022","5"
"558318","22817","5"
"558097","22596","5"
"558058","22557","5"
"557957","22456","5"
"557887","22386","5"
"527792","22291","5"
"527715","22214","5"
"527617","22116","5"
"527552","22051","5"
"527524","22023","5"
"527428","21927","5"
"527264","21763","5"
"527122","21621","5"
"527037","21536","5"
"526977","21476","5"
"526798","21297","5"
"526789","21288","5"
"526645","21144","5"
"526536","21035","5"
"526519","21018","5"
"526459","20958","5"
"526344","20843","5"
"526316","20815","5"
"526300","20799","5"
"526266","20765","5"
"522094","16593","5"
"522101","16600","5"
"522188","16687","5"
"522194","16693","5"
"522283","16782","5"
"522322","16821","5"
"522383","16882","5"
"522406","16905","5"
"522621","17120","5"
"522676","17175","5"
"522699","17198","5"
"523059","17558","5"
"523149","17648","5"
"523251","17750","5"
"523255","17754","5"
"523407","17906","5"
"523485","17984","5"
"523502","18001","5"
"523545","18044","5"
"523571","18070","5"
"523586","18085","5"
"523674","18173","5"
"523703","18202","5"
"523849","18348","5"
"524160","18659","5"
"524298","18797","5"
"524320","18819","5"
"524371","18870","5"
"524457","18956","5"
"524464","18963","5"
"524516","19015","5"
"524605","19104","5"
"524696","19195","5"
"524896","19395","5"
"524975","19474","5"
"525195","19694","5"
"525358","19857","5"
"525372","19871","5"
"525435","19934","5"
"525444","19943","5"
"525458","19957","5"
"525591","20090","5"
"525671","20170","5"
"525760","20259","5"
"525888","20387","5"
"526017","20516","5"
"526053","20552","5"
"526153","20652","5"
"526162","20661","5"
"526165","20664","5"
"527601","22100","8"
"571778","36277","8"
"571586","36085","8"
"571473","35972","8"
"571423","35922","8"
"571191","35690","8"
"571095","35594","8"
"570986","35485","8"
"570958","35457","8"
"570896","35395","8"
"570730","35229","8"
"570644","35143","8"
"570521","35020","8"
"570501","35000","8"
"570446","34945","8"
"570305","34804","8"
"570254","34753","8"
"570137","34636","8"
"570039","34538","8"
"569981","34480","8"
"569910","34409","8"
"569752","34251","8"
"569685","34184","8"
"569665","34164","8"
"569569","34068","8"
"569487","33986","8"
"569273","33772","8"
"569202","33701","8"
"569190","33689","8"
"568995","33494","8"
"568960","33459","8"
"568769","33268","8"
"568696","33195","8"
"568642","33141","8"
"568510","33009","8"
"568393","32892","8"
"568090","32589","8"
"567832","32331","8"
"567670","32169","8"
"567625","32124","8"
"567540","32039","8"
"567208","31707","8"
"567092","31591","8"
"567091","31590","8"
"566994","31493","8"
"566921","31420","8"
"566873","31372","8"
"566868","31367","8"
"566846","31345","8"
"566566","31065","8"
"566483","30982","8"
"566433","30932","8"
"566385","30884","8"
"566321","30820","8"
"566285","30784","8"
"566227","30726","8"
"566121","30620","8"
"566113","30612","8"
"565805","30304","8"
"565414","29913","8"
"565335","29834","8"
"565324","29823","8"
"565244","29743","8"
"565225","29724","8"
"564939","29438","8"
"564935","29434","8"
"564814","29313","8"
"564786","29285","8"
"564763","29262","8"
"564671","29170","8"
"564652","29151","8"
"564601","29100","8"
"564473","28972","8"
"564342","28841","8"
"564333","28832","8"
"564246","28745","8"
"564240","28739","8"
"564212","28711","8"
"564177","28676","8"
"563950","28449","8"
"563883","28382","8"
"563828","28327","8"
"563827","28326","8"
"563480","27979","8"
"563372","27871","8"
"563348","27847","8"
"563204","27703","8"
"563112","27611","8"
"563048","27547","8"
"563034","27533","8"
"562931","27430","8"
"562829","27328","8"
"562776","27275","8"
"562667","27166","8"
"562437","26936","8"
"562336","26835","8"
"562287","26786","8"
"562286","26785","8"
"562216","26715","8"
"562194","26693","8"
"562091","26590","8"
"561980","26479","8"
"561360","25859","8"
"561352","25851","8"
"561295","25794","8"
"561200","25699","8"
"561170","25669","8"
"561131","25630","8"
"561125","25624","8"
"561120","25619","8"
"560914","25413","8"
"560649","25148","8"
"560533","25032","8"
"560321","24820","8"
"560121","24620","8"
"560105","24604","8"
"559878","24377","8"
"559824","24323","8"
"559697","24196","8"
"559595","24094","8"
"559435","23934","8"
"559394","23893","8"
"559310","23809","8"
"559092","23591","8"
"559086","23585","8"
"558791","23290","8"
"558770","23269","8"
"558765","23264","8"
"558748","23247","8"
"558695","23194","8"
"558617","23116","8"
"558604","23103","8"
"558451","22950","8"
"558300","22799","8"
"558266","22765","8"
"558263","22762","8"
"558016","22515","8"
"557951","22450","8"
"527729","22228","8"
"527703","22202","8"
"527620","22119","8"
"522098","16597","8"
"522132","16631","8"
"522215","16714","8"
"522308","16807","8"
"522355","16854","8"
"522473","16972","8"
"522555","17054","8"
"522818","17317","8"
"522868","17367","8"
"522959","17458","8"
"522984","17483","8"
"523057","17556","8"
"523397","17896","8"
"523619","18118","8"
"523678","18177","8"
"523784","18283","8"
"523866","18365","8"
"523968","18467","8"
"523991","18490","8"
"524011","18510","8"
"524250","18749","8"
"524344","18843","8"
"524353","18852","8"
"524400","18899","8"
"524502","19001","8"
"524535","19034","8"
"524699","19198","8"
"524776","19275","8"
"525326","19825","8"
"525456","19955","8"
"525574","20073","8"
"525870","20369","8"
"526212","20711","8"
"526449","20948","8"
"526484","20983","8"
"526541","21040","8"
"526626","21125","8"
"526653","21152","8"
"526678","21177","8"
"526702","21201","8"
"526732","21231","8"
"526925","21424","8"
"527022","21521","8"
"527129","21628","8"
"527258","21757","8"
"527366","21865","8"
"527475","21974","8"
"527559","22058","8"
"527594","22093","8"
"527599","22098","8"
"526239","20738","11"
"571892","36391","11"
"571568","36067","11"
"571558","36057","11"
"571511","36010","11"
"571507","36006","11"
"571495","35994","11"
"571243","35742","11"
"571159","35658","11"
"570961","35460","11"
"570931","35430","11"
"570907","35406","11"
"570855","35354","11"
"570848","35347","11"
"570791","35290","11"
"570774","35273","11"
"570720","35219","11"
"570713","35212","11"
"570404","34903","11"
"570267","34766","11"
"570208","34707","11"
"570100","34599","11"
"569835","34334","11"
"569698","34197","11"
"569672","34171","11"
"569561","34060","11"
"569555","34054","11"
"569551","34050","11"
"569469","33968","11"
"569294","33793","11"
"569219","33718","11"
"569101","33600","11"
"568975","33474","11"
"568923","33422","11"
"568853","33352","11"
"568583","33082","11"
"568382","32881","11"
"568338","32837","11"
"568247","32746","11"
"567780","32279","11"
"567659","32158","11"
"567631","32130","11"
"567620","32119","11"
"567486","31985","11"
"567470","31969","11"
"567451","31950","11"
"567320","31819","11"
"567236","31735","11"
"567217","31716","11"
"567165","31664","11"
"567122","31621","11"
"567098","31597","11"
"567086","31585","11"
"567054","31553","11"
"566618","31117","11"
"566507","31006","11"
"566188","30687","11"
"565904","30403","11"
"565859","30358","11"
"565743","30242","11"
"565728","30227","11"
"565493","29992","11"
"565395","29894","11"
"565065","29564","11"
"565047","29546","11"
"564947","29446","11"
"564879","29378","11"
"564579","29078","11"
"564465","28964","11"
"564448","28947","11"
"564163","28662","11"
"564135","28634","11"
"564026","28525","11"
"563955","28454","11"
"563947","28446","11"
"563888","28387","11"
"563767","28266","11"
"563680","28179","11"
"563637","28136","11"
"563634","28133","11"
"563599","28098","11"
"563571","28070","11"
"563567","28066","11"
"563523","28022","11"
"563481","27980","11"
"563325","27824","11"
"563225","27724","11"
"563159","27658","11"
"563041","27540","11"
"562896","27395","11"
"562247","26746","11"
"562218","26717","11"
"562207","26706","11"
"562206","26705","11"
"562157","26656","11"
"562072","26571","11"
"561856","26355","11"
"561855","26354","11"
"561738","26237","11"
"561583","26082","11"
"561561","26060","11"
"561556","26055","11"
"561497","25996","11"
"561431","25930","11"
"561238","25737","11"
"561168","25667","11"
"560736","25235","11"
"560733","25232","11"
"560688","25187","11"
"560463","24962","11"
"560230","24729","11"
"560028","24527","11"
"559923","24422","11"
"559780","24279","11"
"559431","23930","11"
"559391","23890","11"
"559349","23848","11"
"559320","23819","11"
"559159","23658","11"
"559013","23512","11"
"558939","23438","11"
"558901","23400","11"
"558855","23354","11"
"558821","23320","11"
"558481","22980","11"
"558352","22851","11"
"558021","22520","11"
"557953","22452","11"
"557922","22421","11"
"527772","22271","11"
"527635","22134","11"
"527595","22094","11"
"527520","22019","11"
"527512","22011","11"
"527496","21995","11"
"527478","21977","11"
"527408","21907","11"
"527311","21810","11"
"527096","21595","11"
"527050","21549","11"
"526791","21290","11"
"526781","21280","11"
"526775","21274","11"
"526758","21257","11"
"526687","21186","11"
"526686","21185","11"
"526656","21155","11"
"526570","21069","11"
"526554","21053","11"
"526360","20859","11"
"526323","20822","11"
"526287","20786","11"
"526272","20771","11"
"522102","16601","11"
"522157","16656","11"
"522302","16801","11"
"522583","17082","11"
"522628","17127","11"
"522673","17172","11"
"522782","17281","11"
"522813","17312","11"
"522887","17386","11"
"522983","17482","11"
"522994","17493","11"
"523063","17562","11"
"523091","17590","11"
"523260","17759","11"
"523266","17765","11"
"523459","17958","11"
"523490","17989","11"
"523521","18020","11"
"523751","18250","11"
"523766","18265","11"
"523779","18278","11"
"523862","18361","11"
"524049","18548","11"
"524130","18629","11"
"524277","18776","11"
"524317","18816","11"
"524755","19254","11"
"524796","19295","11"
"525017","19516","11"
"525039","19538","11"
"525073","19572","11"
"525219","19718","11"
"525246","19745","11"
"525356","19855","11"
"525375","19874","11"
"525380","19879","11"
"525394","19893","11"
"525417","19916","11"
"525572","20071","11"
"525607","20106","11"
