"PUBLISHED_IN_ID","Paper_ID","Volume_ID"
"355","6814","11549"
"356","6815","11551"
"357","6816","11551"
"358","6817","11555"
"359","6818","11552"
"360","6819","11556"
"361","6820","11563"
"362","6821","11554"
"363","6822","11544"
"364","6823","11553"
"365","6824","11568"
"366","6825","11544"
"367","6826","11547"
"368","6827","11551"
"369","6828","11548"
"370","6829","11554"
"371","6830","11550"
"372","6831","11546"
"373","6832","11565"
"374","6833","11545"
"375","6834","11549"
"376","6835","11547"
"377","6836","11566"
"378","6837","11557"
"379","6838","11554"
"380","6839","11544"
"381","6840","11558"
"382","6841","11556"
"383","6842","11569"
"384","6843","11554"
"385","6844","11561"
"386","6845","11565"
"387","6846","11565"
"388","6847","11562"
"389","6848","11554"
"390","6849","11548"
"391","6850","11551"
"392","6851","11559"
"393","6852","11554"
"394","6853","11561"
"395","6854","11568"
"396","6855","11551"
"397","6856","11549"
"398","6857","11548"
"399","6858","11569"
"400","6859","11566"
"401","6860","11548"
"402","6861","11546"
"403","6862","11569"
"404","6863","11554"
"405","6864","11556"
"406","6865","11568"
"407","6866","11545"
"408","6867","11552"
"409","6868","11561"
"410","6869","11561"
"411","6870","11548"
"412","6871","11551"
"413","6872","11564"
"414","6873","11548"
"415","6874","11569"
"416","6875","11566"
"417","6876","11559"
"418","6877","11567"
"419","6878","11564"
"420","6879","11554"
"421","6880","11556"
"422","6881","11559"
"423","6882","11549"
"424","6883","11548"
"425","6884","11551"
"426","6885","11551"
"427","6886","11550"
"428","6887","11556"
"429","6888","11559"
"430","6889","11569"
"431","6890","11548"
"432","6891","11561"
"433","6892","11563"
"434","6893","11550"
"435","6894","11550"
"436","6895","11552"
"437","6896","11565"
"438","6897","11561"
"439","6898","11568"
"440","6899","11551"
"441","6900","11544"
"442","6901","11568"
"443","6902","11559"
"444","6903","11569"
"445","6904","11547"
"446","6905","11559"
"447","6906","11557"
"448","6907","11551"
"449","6908","11551"
"450","6909","11569"
"451","6910","11554"
"452","6911","11562"
"453","6912","11547"
"454","6913","11562"
"455","6914","11546"
"456","6915","11545"
"457","6916","11548"
"458","6917","11557"
"459","6918","11559"
"460","6919","11559"
"461","6920","11568"
"462","6921","11568"
"463","6922","11554"
"464","6923","11547"
"465","6924","11559"
"466","6925","11557"
"467","6926","11544"
"468","6927","11554"
"469","6928","11547"
"470","6929","11557"
"471","6930","11545"
"472","6931","11559"
"473","6932","11550"
"474","6933","11557"
"475","6934","11568"
"476","6935","11569"
"477","6936","11548"
"478","6937","11557"
"479","6938","11556"
"480","6939","11550"
"481","6940","11548"
"482","6941","11560"
"483","6942","11548"
"484","6943","11550"
"485","6944","11555"
"486","6945","11551"
"487","6946","11569"
"488","6947","11551"
"489","6948","11556"
"490","6949","11549"
"491","6950","11550"
"492","6951","11559"
"493","6952","11561"
"494","6953","11551"
"495","6954","11550"
"496","6955","11556"
"497","6956","11551"
"498","6957","11557"
"499","6958","11565"
"500","6959","11548"
"501","6960","11559"
"502","6961","11568"
"503","6962","11551"
"504","6963","11551"
"505","6964","11557"
"506","6965","11546"
"507","6966","11546"
"508","6967","11554"
"509","6968","11550"
"510","6969","11550"
"511","6970","11565"
"512","6971","11562"
"513","6972","11562"
"514","6973","11544"
"515","6974","11565"
"516","6975","11551"
"517","6976","11559"
"518","6977","11557"
"519","6978","11557"
"520","6979","11567"
"521","6980","11560"
"522","6981","11554"
"523","6982","11557"
"524","6983","11567"
"525","6984","11562"
"526","6985","11557"
"527","6986","11554"
"528","6987","11549"
"529","6988","11552"
"530","6989","11557"
"531","6990","11558"
"532","6991","11557"
"533","6992","11548"
"534","6993","11556"
"535","6994","11547"
"536","6995","11547"
"537","6996","11559"
"538","6997","11553"
"539","6998","11554"
"540","6999","11554"
"541","7000","11549"
"542","7001","11558"
"543","7002","11549"
"544","7003","11563"
"545","7004","11547"
"546","7005","11563"
"547","7006","11548"
"548","7007","11557"
"549","7008","11568"
"550","7009","11565"
"551","7010","11566"
"552","7011","11552"
"553","7012","11550"
"554","7013","11559"
"555","7014","11568"
"556","7015","11569"
"557","7016","11551"
"558","7017","11546"
"559","7018","11559"
"560","7019","11567"
"561","7020","11568"
"562","7021","11565"
"563","7022","11544"
"564","7023","11546"
"565","7024","11554"
"566","7025","11569"
"567","7026","11548"
"568","7027","11565"
"569","7028","11548"
"570","7029","11547"
"571","7030","11567"
"572","7031","11569"
"573","7032","11556"
"574","7033","11544"
"575","7034","11559"
"576","7035","11569"
"577","7036","11552"
"578","7037","11544"
"579","7038","11553"
"580","7039","11568"
"581","7040","11550"
"582","7041","11548"
"583","7042","11551"
"584","7043","11550"
"585","7044","11559"
"586","7045","11547"
"587","7046","11555"
"588","7047","11554"
"589","7048","11559"
"590","7049","11555"
"591","7050","11547"
"592","7051","11565"
"593","7052","11567"
"594","7053","11559"
"595","7054","11563"
"596","7055","11560"
"597","7056","11569"
"598","7057","11550"
"599","7058","11568"
"600","7059","11568"
"601","7060","11555"
"602","7061","11560"
"603","7062","11551"
"604","7063","11550"
"605","7064","11560"
"606","7065","11548"
"607","7066","11557"
"608","7067","11549"
"609","7068","11555"
"610","7069","11554"
"611","7070","11548"
"612","7071","11551"
"613","7072","11550"
"614","7073","11559"
"615","7074","11556"
"616","7075","11545"
"617","7076","11550"
"618","7077","11550"
"619","7078","11556"
"620","7079","11556"
"621","7080","11549"
"622","7081","11559"
"623","7082","11563"
"624","7083","11547"
"625","7084","11550"
"626","7085","11550"
"627","7086","11547"
"628","7087","11550"
"629","7088","11559"
"630","7089","11550"
"631","7090","11547"
"632","7091","11556"
"633","7092","11557"
"634","7093","11564"
"635","7094","11551"
"636","7095","11550"
"637","7096","11550"
"638","7097","11551"
"639","7098","11544"
"640","7099","11547"
"641","7100","11551"
"642","7101","11547"
"643","7102","11550"
"644","7103","11552"
"645","7104","11559"
"646","7105","11559"
"647","7106","11549"
"648","7107","11551"
"649","7108","11550"
"650","7109","11548"
"651","7110","11568"
"652","7111","11553"
"653","7112","11566"
"654","7113","11553"
"655","7114","11550"
"656","7115","11548"
"657","7116","11558"
"658","7117","11550"
"659","7118","11549"
"660","7119","11546"
"661","7120","11549"
"662","7121","11544"
"663","7122","11554"
"664","7123","11549"
"665","7124","11565"
"666","7125","11560"
"667","7126","11561"
"668","7127","11558"
"669","7128","11559"
"670","7129","11565"
"671","7130","11548"
"672","7131","11556"
"673","7132","11559"
"674","7133","11554"
"675","7134","11547"
"676","7135","11567"
"677","7136","11568"
"678","7137","11569"
"679","7138","11559"
"680","7139","11547"
"681","7140","11557"
"682","7141","11554"
"683","7142","11546"
"684","7143","11551"
"685","7144","11548"
"686","7145","11551"
"687","7146","11562"
"688","7147","11559"
"689","7148","11554"
"690","7149","11570"
"691","7150","11571"
"692","7151","11572"
"693","7152","11573"
"694","7153","11572"
"695","7154","11574"
"696","7155","11575"
"697","7156","11576"
"698","7157","11577"
"699","7158","11574"
"700","7159","11572"
"701","7160","11572"
"702","7161","11571"
"703","7162","11578"
"704","7163","11579"
"705","7164","11571"
"706","7165","11580"
"707","7166","11578"
"708","7167","11572"
"709","7168","11570"
"710","7169","11581"
"711","7170","11573"
"712","7171","11572"
"713","7172","11576"
"714","7173","11570"
"715","7174","11582"
"716","7175","11575"
"717","7176","11583"
"718","7177","11584"
"719","7178","11585"
"720","7179","11584"
"721","7180","11570"
"722","7181","11573"
"723","7182","11572"
"724","7183","11586"
"725","7184","11574"
"726","7185","11583"
"727","7186","11574"
"728","7187","11573"
"729","7188","11585"
"730","7189","11576"
"731","7190","11573"
"732","7191","11586"
"733","7192","11577"
"734","7193","11582"
"735","7194","11582"
"736","7195","11570"
"737","7196","11585"
"738","7197","11581"
"739","7198","11570"
"740","7199","11580"
"741","7200","11577"
"742","7201","11575"
"743","7202","11576"
"744","7203","11576"
"745","7204","11574"
"746","7205","11571"
"747","7206","11583"
"748","7207","11573"
"749","7208","11574"
"750","7209","11571"
"751","7210","11584"
"752","7211","11572"
"753","7212","11587"
"754","7213","11573"
"755","7214","11576"
"756","7215","11574"
"757","7216","11580"
"758","7217","11580"
"759","7218","11585"
"760","7219","11582"
"761","7220","11580"
"762","7221","11576"
"763","7222","11573"
"764","7223","11584"
"765","7224","11571"
"766","7225","11577"
"767","7226","11577"
"768","7227","11581"
"769","7228","11573"
"770","7229","11573"
"771","7230","11570"
"772","7231","11582"
"773","7232","11584"
"774","7233","11587"
"775","7234","11578"
"776","7235","11582"
"777","7236","11572"
"778","7237","11573"
"779","7238","11577"
"780","7239","11586"
"781","7240","11583"
"782","7241","11577"
"783","7242","11576"
"784","7243","11585"
"785","7244","11575"
"786","7245","11581"
"787","7246","11574"
"788","7247","11585"
"789","7248","11574"
"790","7249","11574"
"791","7250","11572"
"792","7251","11582"
"793","7252","11581"
"794","7253","11571"
"795","7254","11571"
"796","7255","11575"
"797","7256","11571"
"798","7257","11573"
"799","7258","11585"
"800","7259","11577"
"801","7260","11578"
"802","7261","11578"
"803","7262","11586"
"804","7263","11584"
"805","7264","11577"
"806","7265","11571"
"807","7266","11581"
"808","7267","11585"
"809","7268","11583"
"810","7269","11572"
"811","7270","11585"
"812","7271","11583"
"813","7272","11574"
"814","7273","11582"
"815","7274","11585"
"816","7275","11577"
"817","7276","11576"
"818","7277","11580"
"819","7278","11576"
"820","7279","11587"
"821","7280","11582"
"822","7281","11575"
"823","7282","11573"
"824","7283","11578"
"825","7284","11571"
"826","7285","11579"
"827","7286","11580"
"828","7287","11577"
"829","7288","11570"
"830","7289","11575"
"831","7290","11576"
"832","7291","11581"
"833","7292","11570"
"834","7293","11580"
"835","7294","11575"
"836","7295","11587"
"837","7296","11573"
"838","7297","11585"
"839","7298","11572"
"840","7299","11581"
"841","7300","11574"
"842","7301","11578"
"843","7302","11583"
"844","7303","11573"
"845","7304","11575"
"846","7305","11585"
"847","7306","11575"
"848","7307","11581"
"849","7308","11584"
"850","7309","11577"
"851","7310","11577"
"852","7311","11581"
"853","7312","11577"
"854","7313","11581"
"855","7314","11574"
"856","7315","11582"
"857","7316","11578"
"858","7317","11578"
"859","7318","11573"
"860","7319","11573"
"861","7320","11570"
"862","7321","11571"
"863","7322","11582"
"864","7323","11571"
"865","7324","11577"
"866","7325","11577"
"867","7326","11574"
"868","7327","11586"
"869","7328","11577"
"870","7329","11581"
"871","7330","11585"
"872","7331","11572"
"873","7332","11570"
"874","7333","11582"
"875","7334","11570"
"876","7335","11578"
"877","7336","11583"
"878","7337","11570"
"879","7338","11586"
"880","7339","11581"
"881","7340","11580"
"882","7341","11570"
"883","7342","11577"
"884","7343","11581"
"885","7344","11582"
"886","7345","11585"
"887","7346","11582"
"888","7347","11580"
"889","7348","11571"
"890","7349","11580"
"891","7350","11571"
"892","7351","11577"
"893","7352","11587"
"894","7353","11570"
"895","7354","11576"
"896","7355","11576"
"897","7356","11571"
"898","7357","11576"
"899","7358","11583"
"900","7359","11576"
"901","7360","11572"
"902","7361","11575"
"903","7362","11578"
"904","7363","11572"
"905","7364","11583"
"906","7365","11584"
"907","7366","11584"
"908","7367","11576"
"909","7368","11578"
"910","7369","11579"
"911","7370","11586"
"912","7371","11571"
"913","7372","11582"
"914","7373","11586"
"915","7374","11570"
"916","7375","11583"
"917","7376","11584"
"918","7377","11582"
"919","7378","11587"
"920","7379","11583"
"921","7380","11572"
"922","7381","11585"
"923","7382","11573"
"924","7383","11585"
"925","7384","11574"
"926","7385","11580"
"927","7386","11571"
"928","7387","11586"
"929","7388","11573"
"930","7389","11584"
"931","7390","11582"
"932","7391","11576"
"933","7392","11585"
"934","7393","11586"
"935","7394","11575"
"936","7395","11582"
"937","7396","11571"
"938","7397","11586"
"939","7398","11575"
"940","7399","11581"
"941","7400","11577"
"942","7401","11571"
"943","7402","11579"
"944","7403","11573"
"945","7404","11577"
"946","7405","11583"
"947","7406","11586"
"948","7407","11581"
"949","7408","11571"
"950","7409","11575"
"951","7410","11576"
"952","7411","11572"
"953","7412","11585"
"954","7413","11573"
"955","7414","11576"
"956","7415","11577"
"957","7416","11574"
"958","7417","11586"
"959","7418","11587"
"960","7419","11580"
"961","7420","11574"
"962","7421","11578"
"963","7422","11571"
"964","7423","11573"
"965","7424","11582"
"966","7425","11576"
"967","7426","11577"
"968","7427","11573"
"969","7428","11576"
"970","7429","11570"
"971","7430","11578"
"972","7431","11572"
"973","7432","11571"
"974","7433","11570"
"975","7434","11577"
"976","7435","11573"
"977","7436","11574"
"978","7437","11574"
"979","7438","11571"
"980","7439","11577"
"981","7440","11574"
"982","7441","11583"
"983","7442","11570"
"984","7443","11574"
"985","7444","11580"
"986","7445","11573"
"987","7446","11575"
"988","7447","11580"
"989","7448","11580"
"990","7449","11585"
"991","7450","11570"
"992","7451","11580"
"993","7452","11586"
"994","7453","11575"
"995","7454","11571"
"996","7455","11574"
"997","7456","11578"
"998","7457","11573"
"999","7458","11582"
"1000","7459","11573"
"1001","7460","11573"
"1002","7461","11576"
"1003","7462","11578"
"1004","7463","11574"
"1005","7464","11587"
"1006","7465","11585"
"1007","7466","11580"
"1008","7467","11570"
"1009","7468","11575"
"1010","7469","11570"
"1011","7470","11571"
"1012","7471","11587"
"1013","7472","11573"
"1014","7473","11587"
"1015","7474","11576"
"1016","7475","11575"
"1017","7476","11574"
"1018","7477","11576"
"1019","7478","11587"
"1020","7479","11572"
"1021","7480","11586"
"1022","7481","11585"
"1023","7482","11577"
"1024","7483","11585"
"1025","7484","11577"
"1026","7485","11577"
"1027","7486","11575"
"1028","7487","11571"
"1029","7488","11579"
"1030","7489","11570"
"1031","7490","11574"
"1032","7491","11583"
"1033","7492","11575"
"1034","7493","11581"
"1035","7494","11571"
"1036","7495","11581"
"1037","7496","11577"
"1038","7497","11587"
"1039","7498","11572"
"1040","7499","11580"
"1041","7500","11582"
"1042","7501","11570"
"1043","7502","11580"
"1044","7503","11586"
"1045","7504","11580"
"1046","7505","11584"
"1047","7506","11573"
"1048","7507","11587"
"1049","7508","11576"
"1050","7509","11579"
"1051","7510","11574"
"1052","7511","11571"
"1053","7512","11576"
"1054","7513","11576"
"1055","7514","11582"
"1056","7515","11585"
"1057","7516","11572"
"1058","7517","11573"
"1059","7518","11581"
"1060","7519","11585"
"1061","7520","11585"
"1062","7521","11570"
"1063","7522","11570"
"1064","7523","11587"
"1065","7524","11570"
"1066","7525","11585"
"1067","7526","11575"
"1068","7527","11571"
"1069","7528","11573"
"1070","7529","11575"
"1071","7530","11576"
"1072","7531","11575"
"1073","7532","11575"
"1074","7533","11578"
"1075","7534","11574"
"1076","7535","11574"
"1077","7536","11573"
"1078","7537","11570"
"1079","7538","11581"
"1080","7539","11582"
"1081","7540","11581"
"1082","7541","11576"
"1083","7542","11585"
"1084","7543","11578"
"1085","7544","11571"
"1086","7545","11580"
"1087","7546","11576"
"1088","7547","11584"
"1089","7548","11574"
"1090","7549","11585"
"1091","7550","11575"
"1092","7551","11570"
"1093","7552","11581"
"1094","7553","11580"
"1095","7554","11580"
"1096","7555","11576"
"1097","7556","11574"
"1098","7557","11586"
"1099","7558","11573"
"1100","7559","11587"
"1101","7560","11575"
"1102","7561","11585"
"1103","7562","11586"
"1104","7563","11581"
"1105","7564","11570"
"1106","7565","11577"
"1107","7566","11578"
"1108","7567","11584"
"1109","7568","11584"
"1110","7569","11571"
"1111","7570","11582"
"1112","7571","11580"
"1113","7572","11585"
"1114","7573","11585"
"1115","7574","11573"
"1116","7575","11586"
"1117","7576","11585"
"1118","7577","11576"
"1119","7578","11576"
"1120","7579","11587"
"1121","7580","11574"
"1122","7581","11570"
"1123","7582","11577"
"1124","7583","11571"
"1125","7584","11573"
"1126","7585","11576"
"1127","7586","11571"
"1128","7587","11585"
"1129","7588","11578"
"1130","7589","11577"
"1131","7590","11572"
"1132","7591","11587"
"1133","7592","11585"
"1134","7593","11570"
"1135","7594","11580"
"1136","7595","11579"
"1137","7596","11577"
"1138","7597","11581"
"1139","7598","11578"
"1140","7599","11570"
"1141","7600","11573"
"1142","7601","11582"
"1143","7602","11572"
"1144","7603","11575"
"1145","7604","11584"
"1146","7605","11587"
"1147","7606","11571"
"1148","7607","11581"
"1149","7608","11580"
"1150","7609","11570"
"1151","7610","11571"
"1152","7611","11573"
"1153","7612","11586"
"1154","7613","11572"
"1155","7614","11581"
"1156","7615","11583"
"1157","7616","11585"
"1158","7617","11571"
"1159","7618","11586"
"1160","7619","11570"
"1161","7620","11573"
"1162","7621","11581"
"1163","7622","11581"
"1164","7623","11571"
"1165","7624","11585"
"1166","7625","11571"
"1167","7626","11578"
"1168","7627","11580"
"1169","7628","11583"
"1170","7629","11578"
"1171","7630","11584"
"1172","7631","11572"
"1173","7632","11571"
"1174","7633","11577"
"1175","7634","11571"
"1176","7635","11574"
"1177","7636","11570"
"1178","7637","11584"
"1179","7638","11587"
"1180","7639","11586"
"1181","7640","11571"
"1182","7641","11586"
"1183","7642","11574"
"1184","7643","11577"
"1185","7644","11578"
"1186","7645","11575"
"1187","7646","11577"
"1188","7647","11586"
"1189","7648","11586"
"1190","7649","11583"
"1191","7650","11574"
"1192","7651","11570"
"1193","7652","11576"
"1194","7653","11580"
"1195","7654","11581"
"1196","7655","11586"
"1197","7656","11577"
"1198","7657","11578"
"1199","7658","11584"
"1200","7659","11577"
"1201","7660","11582"
"1202","7661","11571"
"1203","7662","11576"
"1204","7663","11587"
"1205","7664","11575"
"1206","7665","11574"
"1207","7666","11571"
"1208","7667","11571"
"1209","7668","11585"
"1210","7669","11571"
"1211","7670","11585"
"1212","7671","11586"
"1213","7672","11582"
"1214","7673","11586"
"1215","7674","11574"
"1216","7675","11585"
"1217","7676","11574"
"1218","7677","11570"
"1219","7678","11587"
"1220","7679","11580"
"1221","7680","11583"
"1222","7681","11571"
"1223","7682","11585"
"1224","7683","11577"
"1225","7684","11587"
"1226","7685","11582"
"1227","7686","11586"
"1228","7687","11573"
"1229","7688","11578"
"1230","7689","11577"
"1231","7690","11584"
"1232","7691","11578"
"1233","7692","11578"
"1234","7693","11587"
"1235","7694","11575"
"1236","7695","11573"
"1237","7696","11571"
"1238","7697","11578"
"1239","7698","11582"
"1240","7699","11571"
"1241","7700","11577"
"1242","7701","11587"
"1243","7702","11585"
"1244","7703","11572"
"1245","7704","11573"
"1246","7705","11583"
"1247","7706","11577"
"1248","7707","11573"
"1249","7708","11575"
"1250","7709","11586"
"1251","7710","11573"
"1252","7711","11576"
"1253","7712","11577"
"1254","7713","11587"
"1255","7714","11571"
"1256","7715","11577"
"1257","7716","11577"
"1258","7717","11587"
"1259","7718","11581"
"1260","7719","11570"
"1261","7720","11574"
"1262","7721","11570"
"1263","7722","11573"
"1264","7723","11585"
"1265","7724","11573"
"1266","7725","11575"
"1267","7726","11575"
"1268","7727","11572"
"1269","7728","11573"
"1270","7729","11576"
"1271","7730","11573"
"1272","7731","11575"
"1273","7732","11572"
"1274","7733","11572"
"1275","7734","11581"
"1276","7735","11572"
"1277","7736","11577"
"1278","7737","11574"
"1279","7738","11575"
"1280","7739","11576"
"1281","7740","11580"
"1282","7741","11572"
"1283","7742","11587"
"1284","7743","11577"
"1285","7744","11583"
"1286","7745","11580"
"1287","7746","11584"
"1288","7747","11585"
"1289","7748","11577"
"1290","7749","11573"
"1291","7750","11583"
"1292","7751","11575"
"1293","7752","11577"
"1294","7753","11587"
"1295","7754","11573"
"1296","7755","11573"
"1297","7756","11586"
"1298","7757","11583"
"1299","7758","11570"
"1300","7759","11573"
"1301","7760","11570"
"1302","7761","11580"
"1303","7762","11574"
"1304","7763","11576"
"1305","7764","11587"
"1306","7765","11584"
"1307","7766","11583"
"1308","7767","11572"
"1309","7768","11571"
"1310","7769","11572"
"1311","7770","11580"
"1312","7771","11570"
"1313","7772","11576"
"1314","7773","11573"
"1315","7774","11583"
"1316","7775","11570"
"1317","7776","11575"
"1318","7777","11581"
"1319","7778","11570"
"1320","7779","11586"
"1321","7780","11570"
"1322","7781","11581"
"1323","7782","11587"
"1324","7783","11571"
"1325","7784","11587"
"1326","7785","11576"
"1327","7786","11577"
"1328","7787","11574"
"1329","7788","11570"
"1330","7789","11585"
"1331","7790","11570"
"1332","7791","11570"
"1333","7792","11577"
"1334","7793","11586"
"1335","7794","11581"
"1336","7795","11585"
"1337","7796","11571"
"1338","7797","11570"
"1339","7798","11576"
"1340","7799","11581"
"1341","7800","11577"
"1342","7801","11580"
"1343","7802","11579"
"1344","7803","11575"
"1345","7804","11580"
"1346","7805","11580"
"1347","7806","11573"
"1348","7807","11581"
"1349","7808","11585"
"1350","7809","11587"
"1351","7810","11572"
"1352","7811","11577"
"1353","7812","11570"
"1354","7813","11586"
"1355","7814","11571"
"1356","7815","11573"
"1357","7816","11582"
"1358","7817","11571"
"1359","7818","11585"
"1360","7819","11577"
"1361","7820","11576"
"1362","7821","11577"
"1363","7822","11578"
"1364","7823","11570"
"1365","7824","11571"
"1366","7825","11587"
"1367","7826","11573"
"1368","7827","11578"
"1369","7828","11580"
"1370","7829","11586"
"1371","7830","11585"
"1372","7831","11583"
"1373","7832","11576"
"1374","7833","11573"
"1375","7834","11576"
"1376","7835","11571"
"1377","7836","11585"
"1378","7837","11584"
"1379","7838","11577"
"1380","7839","11578"
"1381","7840","11583"
"1382","7841","11586"
"1383","7842","11587"
"1384","7843","11575"
"1385","7844","11586"
"1386","7845","11570"
"1387","7846","11580"
"1388","7847","11585"
"1389","7848","11585"
"1390","7849","11585"
"1391","7850","11585"
"1392","7851","11580"
"1393","7852","11581"
"1394","7853","11570"
"1395","7854","11587"
"1396","7855","11571"
"1397","7856","11574"
"1398","7857","11581"
"1399","7858","11580"
"1400","7859","11575"
"1401","7860","11575"
"1402","7861","11573"
"1403","7862","11577"
"1404","7863","11570"
"1405","7864","11581"
"1406","7865","11577"
"1407","7866","11576"
"1408","7867","11572"
"1409","7868","11581"
"1410","7869","11585"
"1411","7870","11571"
"1412","7871","11574"
"1413","7872","11586"
"1414","7873","11586"
"1415","7874","11574"
"1416","7875","11572"
"1417","7876","11587"
"1418","7877","11580"
"1419","7878","11583"
