AFFILIATED_ID,Author_ID,University_ID
559989,24488,9
559768,24267,9
559634,24133,9
559210,23709,9
559188,23687,9
558959,23458,9
558930,23429,9
558829,23328,9
558818,23317,9
558796,23295,9
558718,23217,9
558616,23115,9
558610,23109,9
558587,23086,9
558580,23079,9
558483,22982,9
558475,22974,9
558346,22845,9
558069,22568,9
558060,22559,9
527821,22320,9
527454,21953,9
527449,21948,9
527383,21882,9
527312,21811,9
527244,21743,9
527229,21728,9
527192,21691,9
526995,21494,9
522099,16598,9
522131,16630,9
522173,16672,9
522407,16906,9
522414,16913,9
522437,16936,9
522643,17142,9
522700,17199,9
522965,17464,9
523073,17572,9
523117,17616,9
523274,17773,9
523328,17827,9
523518,18017,9
523538,18037,9
523596,18095,9
523598,18097,9
523715,18214,9
523736,18235,9
523748,18247,9
523885,18384,9
523908,18407,9
523923,18422,9
523984,18483,9
523992,18491,9
524042,18541,9
524231,18730,9
524378,18877,9
524419,18918,9
524592,19091,9
524677,19176,9
524693,19192,9
524848,19347,9
525024,19523,9
525118,19617,9
525152,19651,9
525251,19750,9
525256,19755,9
525519,20018,9
525546,20045,9
525843,20342,9
525856,20355,9
525878,20377,9
526102,20601,9
526268,20767,9
526335,20834,9
526580,21079,9
526690,21189,9
526694,21193,9
526748,21247,9
558179,22678,10
571877,36376,10
571442,35941,10
571251,35750,10
571245,35744,10
571045,35544,10
570994,35493,10
570980,35479,10
570871,35370,10
570815,35314,10
570805,35304,10
570708,35207,10
570690,35189,10
570684,35183,10
570429,34928,10
570263,34762,10
570066,34565,10
569895,34394,10
569857,34356,10
569804,34303,10
569712,34211,10
569480,33979,10
569460,33959,10
569439,33938,10
569421,33920,10
569337,33836,10
569329,33828,10
569306,33805,10
569200,33699,10
569164,33663,10
569094,33593,10
569006,33505,10
568884,33383,10
568652,33151,10
568514,33013,10
568422,32921,10
568394,32893,10
568169,32668,10
567963,32462,10
567893,32392,10
567860,32359,10
567746,32245,10
567742,32241,10
567550,32049,10
567414,31913,10
567334,31833,10
567328,31827,10
567287,31786,10
567153,31652,10
566899,31398,10
566897,31396,10
566786,31285,10
566763,31262,10
566614,31113,10
566609,31108,10
566535,31034,10
566443,30942,10
566339,30838,10
566295,30794,10
566283,30782,10
566273,30772,10
566223,30722,10
566222,30721,10
566185,30684,10
566184,30683,10
566097,30596,10
565991,30490,10
565960,30459,10
565881,30380,10
565862,30361,10
565835,30334,10
565717,30216,10
565576,30075,10
565483,29982,10
565353,29852,10
565345,29844,10
565337,29836,10
565167,29666,10
565136,29635,10
564986,29485,10
564902,29401,10
564717,29216,10
564650,29149,10
564588,29087,10
564277,28776,10
564270,28769,10
564269,28768,10
564238,28737,10
564078,28577,10
563954,28453,10
563861,28360,10
563796,28295,10
563535,28034,10
563475,27974,10
563203,27702,10
563088,27587,10
563053,27552,10
563039,27538,10
562900,27399,10
562868,27367,10
562745,27244,10
562588,27087,10
562463,26962,10
562109,26608,10
562079,26578,10
562043,26542,10
561893,26392,10
561805,26304,10
561749,26248,10
561425,25924,10
561414,25913,10
561335,25834,10
561319,25818,10
561219,25718,10
561028,25527,10
561019,25518,10
560910,25409,10
560776,25275,10
560509,25008,10
560411,24910,10
560408,24907,10
560380,24879,10
560284,24783,10
560197,24696,10
560155,24654,10
560138,24637,10
560098,24597,10
559803,24302,10
559744,24243,10
559607,24106,10
559512,24011,10
559496,23995,10
559257,23756,10
559160,23659,10
559146,23645,10
559097,23596,10
559052,23551,10
559045,23544,10
559026,23525,10
558943,23442,10
558491,22990,10
558396,22895,10
558380,22879,10
558322,22821,10
558316,22815,10
558236,22735,10
522100,16599,10
522152,16651,10
522325,16824,10
522365,16864,10
522599,17098,10
522797,17296,10
522870,17369,10
522937,17436,10
522978,17477,10
523159,17658,10
523160,17659,10
523311,17810,10
523350,17849,10
523428,17927,10
523429,17928,10
523610,18109,10
523630,18129,10
523876,18375,10
523920,18419,10
524106,18605,10
524178,18677,10
524407,18906,10
524482,18981,10
524511,19010,10
524861,19360,10
525011,19510,10
525264,19763,10
525334,19833,10
525608,20107,10
525679,20178,10
525733,20232,10
525915,20414,10
525943,20442,10
526497,20996,10
526741,21240,10
526755,21254,10
526854,21353,10
526980,21479,10
527038,21537,10
527227,21726,10
527320,21819,10
527343,21842,10
527446,21945,10
527459,21958,10
527557,22056,10
527736,22235,10
527784,22283,10
557963,22462,10
558001,22500,10
558138,22637,10
526652,21151,15
571831,36330,15
571773,36272,15
571571,36070,15
571556,36055,15
571460,35959,15
571448,35947,15
571277,35776,15
571258,35757,15
571097,35596,15
571034,35533,15
570798,35297,15
570734,35233,15
570718,35217,15
570551,35050,15
570472,34971,15
570460,34959,15
570425,34924,15
570399,34898,15
570359,34858,15
570344,34843,15
570248,34747,15
569832,34331,15
569797,34296,15
569764,34263,15
569575,34074,15
569501,34000,15
569379,33878,15
569346,33845,15
569342,33841,15
569311,33810,15
569138,33637,15
569024,33523,15
568962,33461,15
568783,33282,15
568665,33164,15
568458,32957,15
568320,32819,15
568052,32551,15
568014,32513,15
567861,32360,15
567857,32356,15
567831,32330,15
567674,32173,15
567591,32090,15
567416,31915,15
567409,31908,15
567286,31785,15
566875,31374,15
566850,31349,15
566821,31320,15
566750,31249,15
566702,31201,15
566619,31118,15
566543,31042,15
566292,30791,15
566272,30771,15
566128,30627,15
565842,30341,15
565764,30263,15
565730,30229,15
565548,30047,15
565442,29941,15
565410,29909,15
565407,29906,15
565293,29792,15
565188,29687,15
565071,29570,15
565005,29504,15
564962,29461,15
564954,29453,15
564835,29334,15
564773,29272,15
564744,29243,15
564713,29212,15
564709,29208,15
564635,29134,15
564611,29110,15
564381,28880,15
564230,28729,15
564141,28640,15
564073,28572,15
563909,28408,15
563846,28345,15
563561,28060,15
563513,28012,15
563268,27767,15
563201,27700,15
563179,27678,15
563079,27578,15
563028,27527,15
562960,27459,15
562902,27401,15
562823,27322,15
562647,27146,15
562557,27056,15
562365,26864,15
562232,26731,15
562200,26699,15
562130,26629,15
562025,26524,15
562022,26521,15
561992,26491,15
561852,26351,15
561752,26251,15
561715,26214,15
561657,26156,15
561618,26117,15
561498,25997,15
561372,25871,15
561293,25792,15
561116,25615,15
561107,25606,15
561042,25541,15
560853,25352,15
560792,25291,15
560786,25285,15
560668,25167,15
560665,25164,15
560640,25139,15
560527,25026,15
560273,24772,15
560245,24744,15
560162,24661,15
560107,24606,15
560045,24544,15
559884,24383,15
559821,24320,15
559614,24113,15
559527,24026,15
559458,23957,15
559308,23807,15
559245,23744,15
559088,23587,15
558870,23369,15
558700,23199,15
558657,23156,15
558633,23132,15
558292,22791,15
558279,22778,15
558201,22700,15
558082,22581,15
558052,22551,15
527575,22074,15
527525,22024,15
527501,22000,15
527453,21952,15
527412,21911,15
527393,21892,15
527389,21888,15
527297,21796,15
527191,21690,15
527184,21683,15
527046,21545,15
527008,21507,15
526991,21490,15
526978,21477,15
526914,21413,15
526839,21338,15
526666,21165,15
522106,16605,15
522207,16706,15
522525,17024,15
522579,17078,15
522581,17080,15
522633,17132,15
522657,17156,15
522745,17244,15
522766,17265,15
522800,17299,15
522821,17320,15
522848,17347,15
523005,17504,15
523030,17529,15
523038,17537,15
523385,17884,15
523483,17982,15
523622,18121,15
523672,18171,15
523932,18431,15
524038,18537,15
524052,18551,15
524135,18634,15
524278,18777,15
524306,18805,15
524309,18808,15
524389,18888,15
524431,18930,15
524570,19069,15
524632,19131,15
524770,19269,15
524931,19430,15
525141,19640,15
525293,19792,15
525364,19863,15
525554,20053,15
525616,20115,15
525763,20262,15
525855,20354,15
525937,20436,15
525958,20457,15
525977,20476,15
526048,20547,15
526072,20571,15
526146,20645,15
526256,20755,15
526405,20904,15
526499,20998,15
526575,21074,15
526582,21081,15
527676,22175,18
571784,36283,18
571728,36227,18
571526,36025,18
571500,35999,18
571496,35995,18
571415,35914,18
571246,35745,18
571166,35665,18
571145,35644,18
571107,35606,18
571052,35551,18
570998,35497,18
570898,35397,18
570866,35365,18
570788,35287,18
570767,35266,18
570709,35208,18
570700,35199,18
570661,35160,18
570392,34891,18
570202,34701,18
570094,34593,18
569799,34298,18
569724,34223,18
569720,34219,18
569459,33958,18
569332,33831,18
569259,33758,18
569213,33712,18
569103,33602,18
569093,33592,18
569087,33586,18
569077,33576,18
569028,33527,18
569023,33522,18
569019,33518,18
568729,33228,18
568659,33158,18
568578,33077,18
568530,33029,18
568425,32924,18
568369,32868,18
568132,32631,18
568088,32587,18
568040,32539,18
568004,32503,18
567917,32416,18
567894,32393,18
567867,32366,18
567660,32159,18
567478,31977,18
567399,31898,18
567155,31654,18
567150,31649,18
567080,31579,18
566887,31386,18
566845,31344,18
566737,31236,18
566620,31119,18
566552,31051,18
566341,30840,18
566329,30828,18
566197,30696,18
566047,30546,18
565877,30376,18
565874,30373,18
565784,30283,18
565762,30261,18
565753,30252,18
565638,30137,18
565421,29920,18
565181,29680,18
565138,29637,18
565045,29544,18
564780,29279,18
564605,29104,18
564482,28981,18
564373,28872,18
564330,28829,18
564224,28723,18
564221,28720,18
564203,28702,18
564160,28659,18
564147,28646,18
564052,28551,18
563996,28495,18
563866,28365,18
563804,28303,18
563755,28254,18
563704,28203,18
563657,28156,18
563582,28081,18
563438,27937,18
563344,27843,18
563232,27731,18
563183,27682,18
563092,27591,18
562910,27409,18
562827,27326,18
562729,27228,18
562624,27123,18
562617,27116,18
562576,27075,18
562506,27005,18
562471,26970,18
562258,26757,18
562173,26672,18
562149,26648,18
561826,26325,18
561550,26049,18
561530,26029,18
561481,25980,18
561375,25874,18
561337,25836,18
561260,25759,18
561046,25545,18
560999,25498,18
560836,25335,18
560706,25205,18
560626,25125,18
560603,25102,18
560248,24747,18
560063,24562,18
559893,24392,18
559767,24266,18
559738,24237,18
559698,24197,18
559666,24165,18
559629,24128,18
559466,23965,18
559342,23841,18
559329,23828,18
559166,23665,18
559144,23643,18
559090,23589,18
559042,23541,18
558948,23447,18
558881,23380,18
558860,23359,18
558719,23218,18
558679,23178,18
558462,22961,18
558450,22949,18
558438,22937,18
558007,22506,18
557958,22457,18
557946,22445,18
557915,22414,18
527754,22253,18
522110,16609,18
522145,16644,18
522323,16822,18
522332,16831,18
522435,16934,18
522449,16948,18
522560,17059,18
522714,17213,18
522756,17255,18
522856,17355,18
522902,17401,18
522997,17496,18
523298,17797,18
523299,17798,18
523572,18071,18
523629,18128,18
523721,18220,18
523733,18232,18
523767,18266,18
523852,18351,18
524128,18627,18
524164,18663,18
524395,18894,18
524499,18998,18
524641,19140,18
524799,19298,18
524870,19369,18
525401,19900,18
525414,19913,18
525463,19962,18
525584,20083,18
525634,20133,18
525654,20153,18
526032,20531,18
526143,20642,18
526167,20666,18
526235,20734,18
526676,21175,18
526852,21351,18
526898,21397,18
526926,21425,18
526947,21446,18
526987,21486,18
527165,21664,18
527224,21723,18
527397,21896,18
527439,21938,18
527442,21941,18
527662,22161,18
527670,22169,18
525788,20287,20
571879,36378,20
571607,36106,20
571313,35812,20
571211,35710,20
571072,35571,20
570956,35455,20
570946,35445,20
570928,35427,20
570852,35351,20
570832,35331,20
570599,35098,20
570575,35074,20
570447,34946,20
570268,34767,20
570225,34724,20
570121,34620,20
570047,34546,20
569930,34429,20
569596,34095,20
569581,34080,20
569467,33966,20
569091,33590,20
569071,33570,20
569010,33509,20
569003,33502,20
568974,33473,20
568792,33291,20
568704,33203,20
568590,33089,20
568520,33019,20
568366,32865,20
568285,32784,20
568263,32762,20
568140,32639,20
568064,32563,20
568007,32506,20
567956,32455,20
567885,32384,20
567833,32332,20
567829,32328,20
567751,32250,20
567662,32161,20
567648,32147,20
567647,32146,20
567642,32141,20
567475,31974,20
567426,31925,20
567315,31814,20
567176,31675,20
567073,31572,20
567008,31507,20
566907,31406,20
566791,31290,20
566785,31284,20
566665,31164,20
566633,31132,20
566393,30892,20
566296,30795,20
566190,30689,20
566092,30591,20
565949,30448,20
565481,29980,20
565405,29904,20
565393,29892,20
565364,29863,20
565340,29839,20
565334,29833,20
565303,29802,20
565212,29711,20
565124,29623,20
565108,29607,20
565062,29561,20
565051,29550,20
564960,29459,20
564912,29411,20
564765,29264,20
564672,29171,20
564587,29086,20
564553,29052,20
564545,29044,20
564529,29028,20
564403,28902,20
564356,28855,20
564280,28779,20
564167,28666,20
564145,28644,20
564010,28509,20
564001,28500,20
564000,28499,20
563974,28473,20
563968,28467,20
563876,28375,20
563857,28356,20
563740,28239,20
563647,28146,20
563446,27945,20
563180,27679,20
562926,27425,20
562860,27359,20
562704,27203,20
562636,27135,20
562554,27053,20
562497,26996,20
562395,26894,20
561864,26363,20
561690,26189,20
561460,25959,20
561459,25958,20
561405,25904,20
561394,25893,20
561380,25879,20
561271,25770,20
561158,25657,20
561010,25509,20
560889,25388,20
560589,25088,20
560475,24974,20
560410,24909,20
560306,24805,20
560258,24757,20
559985,24484,20
559934,24433,20
559873,24372,20
559713,24212,20
559703,24202,20
559477,23976,20
559134,23633,20
558945,23444,20
558907,23406,20
558537,23036,20
558461,22960,20
558398,22897,20
558205,22704,20
558046,22545,20
558027,22526,20
557908,22407,20
557890,22389,20
557879,22378,20
527529,22028,20
527415,21914,20
527324,21823,20
527108,21607,20
527011,21510,20
526993,21492,20
526911,21410,20
526673,21172,20
526571,21070,20
526467,20966,20
526464,20963,20
526429,20928,20
526277,20776,20
526081,20580,20
525818,20317,20
522112,16611,20
522296,16795,20
522351,16850,20
522448,16947,20
522456,16955,20
522585,17084,20
522602,17101,20
522655,17154,20
522846,17345,20
522974,17473,20
523053,17552,20
523124,17623,20
523496,17995,20
523579,18078,20
523681,18180,20
523684,18183,20
523804,18303,20
523841,18340,20
523855,18354,20
523909,18408,20
523937,18436,20
523967,18466,20
524007,18506,20
524015,18514,20
524017,18516,20
524051,18550,20
524072,18571,20
524259,18758,20
524267,18766,20
524333,18832,20
524411,18910,20
524456,18955,20
524581,19080,20
524587,19086,20
524598,19097,20
524885,19384,20
524957,19456,20
525053,19552,20
525093,19592,20
525142,19641,20
525210,19709,20
525269,19768,20
525283,19782,20
525316,19815,20
525379,19878,20
525455,19954,20
525545,20044,20
525685,20184,20
525698,20197,20
525710,20209,20
527639,22138,22
571754,36253,22
571681,36180,22
571540,36039,22
571462,35961,22
571331,35830,22
571324,35823,22
570997,35496,22
570943,35442,22
570922,35421,22
570875,35374,22
570793,35292,22
570784,35283,22
570578,35077,22
570531,35030,22
570503,35002,22
570331,34830,22
570274,34773,22
570001,34500,22
570000,34499,22
569881,34380,22
569370,33869,22
569326,33825,22
569275,33774,22
569143,33642,22
569099,33598,22
568864,33363,22
568810,33309,22
568753,33252,22
568751,33250,22
568738,33237,22
568725,33224,22
568535,33034,22
568527,33026,22
568100,32599,22
567945,32444,22
567777,32276,22
567592,32091,22
567561,32060,22
567502,32001,22
567387,31886,22
567363,31862,22
567088,31587,22
567066,31565,22
567002,31501,22
566809,31308,22
566667,31166,22
566641,31140,22
566625,31124,22
566550,31049,22
566498,30997,22
566386,30885,22
566328,30827,22
566275,30774,22
566115,30614,22
566102,30601,22
566076,30575,22
566042,30541,22
565858,30357,22
565737,30236,22
565703,30202,22
565698,30197,22
565624,30123,22
565619,30118,22
565488,29987,22
565328,29827,22
565322,29821,22
565267,29766,22
565261,29760,22
565151,29650,22
564984,29483,22
564692,29191,22
564661,29160,22
564566,29065,22
564020,28519,22
563982,28481,22
563862,28361,22
563851,28350,22
563758,28257,22
563729,28228,22
563467,27966,22
563307,27806,22
563275,27774,22
563258,27757,22
563122,27621,22
563040,27539,22
562919,27418,22
562908,27407,22
562883,27382,22
562787,27286,22
562728,27227,22
562688,27187,22
562544,27043,22
562431,26930,22
562429,26928,22
562249,26748,22
562120,26619,22
561899,26398,22
561665,26164,22
561646,26145,22
561563,26062,22
561438,25937,22
561347,25846,22
561282,25781,22
561220,25719,22
561178,25677,22
561151,25650,22
561090,25589,22
561074,25573,22
561036,25535,22
561014,25513,22
560959,25458,22
560837,25336,22
560803,25302,22
560530,25029,22
560434,24933,22
560340,24839,22
560170,24669,22
560044,24543,22
559992,24491,22
559937,24436,22
559885,24384,22
559796,24295,22
559776,24275,22
559613,24112,22
559606,24105,22
559580,24079,22
559553,24052,22
559549,24048,22
559530,24029,22
559529,24028,22
559258,23757,22
559181,23680,22
559060,23559,22
558899,23398,22
558822,23321,22
558820,23319,22
